small_area,total_value_mGBP
E01028478,7.869558857
E01028479,3.763183973
E01028480,7.841216769
E01028481,6.04971801
E01028482,2.079885643
E01028483,3.579763052
E01028484,3.67954529
E01028485,6.088035591
E01028486,3.154509892
E01028487,1.707596523
E01028488,1.54537721
E01028489,8.79953936
E01028490,1.665401705
E01028491,1.98978323
E01028492,2.447378214
E01028493,1.934924064
E01028494,1.043999791
E01028495,1.885102475
E01028496,1.693486407
E01028497,2.269211699
E01028498,3.561714087
E01028499,7.745860121
E01028500,-0.079365568
E01028501,3.151684405
E01028502,1.538565706
E01028503,3.586785893
E01028504,7.237847743
E01028506,6.045942841
E01028507,2.18797462
E01028508,4.17234825
E01028510,10.15901468
E01028511,4.073164377
E01028512,0.496955042
E01028513,1.248786103
E01028514,0.876803779
E01028515,1.85650058
E01028516,1.921608274
E01028517,0.856510854
E01028518,0.398602667
E01028519,0.97715957
E01028520,0.496752534
E01028521,-0.673707823
E01028522,-1.058714622
E01028523,0.419053145
E01028524,0.857057946
E01028525,0.75603083
E01028526,0.694095478
E01028527,1.765281472
E01028528,1.498005097
E01028529,1.189361103
E01028530,2.269972403
E01028531,1.041531101
E01028532,1.425642048
E01028534,3.554013042
E01028535,2.566542343
E01028536,1.704782603
E01028537,2.328750251
E01028538,0.916154609
E01028539,2.663758187
E01028540,2.895457219
E01028541,1.85147316
E01028542,1.993210518
E01028543,0.915596055
E01028544,0.826908112
E01028545,3.520135585
E01028546,0.939355513
E01028547,1.898272375
E01028548,2.704864551
E01028549,2.420738384
E01028550,-0.262598955
E01028551,-0.330658746
E01028552,1.063154274
E01028553,1.283560633
E01028554,1.095658167
E01028555,1.455982943
E01028556,2.300926169
E01028557,2.123726448
E01028558,2.270179004
E01028559,1.998984897
E01028560,2.876713883
E01028561,2.626905936
E01028562,2.047462378
E01028563,2.372918821
E01028565,6.574680618
E01028567,0.832998151
E01028568,0.733361964
E01028569,0.747601611
E01028570,2.55164665
E01028571,1.818933075
E01028572,2.550987618
E01028573,3.933003161
E01028574,1.157503656
E01028575,4.57575664
E01028576,1.462378752
E01028577,1.146804028
E01028578,1.876111811
E01028579,0.159608476
E01028580,-0.078129543
E01028581,4.250255842
E01028582,-0.222763075
E01028584,12.0188462
E01028586,0.239728468
E01028587,-0.157745305
E01028588,-0.352790331
E01028591,8.134067493
E01028592,4.331968224
E01028594,10.67640015
E01028595,2.161159162
E01028596,3.524798633
E01028597,1.850938589
E01028598,11.37095774
E01028599,10.79592063
E01028600,4.802139336
E01028601,1.654185373
E01028602,0.854899689
E01028603,3.630439879
E01028604,-0.002725767
E01028605,0.854194682
E01028606,3.571117335
E01028607,3.945069102
E01028608,5.130872468
E01028609,6.320923487
E01028610,2.494803906
E01028611,3.471098854
E01028612,3.7393044
E01028613,2.191393483
E01028614,3.597168345
E01028615,4.250842566
E01028616,2.522708658
E01028617,8.347169074
E01028619,3.375180531
E01028622,3.310218421
E01028623,1.873006295
E01028624,3.898991645
E01028625,2.826374645
E01028626,3.001995256
E01028627,2.270398604
E01028628,5.553459562
E01028629,2.273396167
E01028630,1.668096594
E01028631,1.333483647
E01028632,2.511361817
E01028633,1.266295378
E01028634,3.222675607
E01028635,2.612599441
E01028636,1.28874869
E01028637,4.202140998
E01028638,2.765284722
E01028639,7.133018451
E01028640,3.225157038
E01028641,3.240656577
E01028642,2.826489472
E01028643,5.130516667
E01028644,7.508909193
E01028645,9.833917022
E01028646,2.296312587
E01028647,5.934573753
E01028649,3.183160422
E01028650,15.79067566
E01028651,9.384626585
E01028652,6.595042528
E01028653,3.835481993
E01028654,12.2572149
E01028655,2.831467379
E01028656,19.19187644
E01028657,1.906247315
E01028658,5.756542254
E01028659,6.592360464
E01028660,10.52978122
E01028661,18.28017816
E01028662,7.756691507
E01028663,2.977402913
E01028664,3.836199681
E01028665,4.400344468
E01028666,2.307029203
E01028667,2.258099425
E01028668,5.847360351
E01028669,3.283734177
E01028670,5.307038994
E01028671,1.471520817
E01028672,24.57289439
E01028673,4.044468824
E01028674,8.158286677
E01028675,2.160448038
E01028676,3.062164004
E01028677,2.865598237
E01028678,6.367985377
E01028679,11.52858462
E01028680,6.592861885
E01028681,4.461090034
E01028682,5.619661698
E01028683,4.995049073
E01028684,1.99140343
E01028685,2.222739803
E01028686,6.118413134
E01028688,1.695054678
E01028689,1.715516819
E01028690,1.625892268
E01028691,1.70252188
E01028692,0.757556931
E01028693,3.937001718
E01028694,5.139042313
E01028695,4.328665297
E01028696,7.794723683
E01028697,1.624128028
E01028698,1.30741261
E01028699,11.38467614
E01028700,1.709867797
E01028701,3.290235383
E01028702,3.175811399
E01028703,1.463491773
E01028704,1.503428424
E01028705,2.870319198
E01028706,4.93830517
E01028707,3.80655318
E01028708,3.879367997
E01028709,7.407050376
E01028710,9.312042166
E01028711,6.429573961
E01028712,13.33609301
E01028713,15.26671101
E01028715,1.302480219
E01028716,0.426531198
E01028717,0.085792744
E01028718,0.040088675
E01028719,6.95603782
E01028720,3.43678223
E01028721,3.395100851
E01028722,5.40707138
E01028723,4.353044614
E01028724,5.529119529
E01028725,5.967315817
E01028726,15.62571391
E01028728,3.741055543
E01028729,1.76794379
E01028730,2.585518489
E01028731,2.601394511
E01028732,2.53105886
E01028733,7.597105729
E01028734,4.892480712
E01028735,5.533569265
E01028737,12.14952859
E01028738,3.007974225
E01028739,4.964992892
E01028740,2.546899604
E01028741,2.711610833
E01028742,2.806675991
E01028743,0.681955825
E01028744,2.502005069
E01028745,8.537741284
E01028746,7.758831304
E01028747,1.695839383
E01028748,-0.016486677
E01028749,6.602006369
E01028750,3.344502548
E01028751,5.544498761
E01028752,9.406919379
E01028753,2.808174056
E01028754,5.903177762
E01028755,5.176237196
E01028757,3.460530933
E01028758,6.02856164
E01028759,3.753927383
E01028760,3.658440649
E01028761,5.347951217
E01028762,7.928164171
E01028763,8.719185768
E01028764,7.67019449
E01028765,1.710687181
E01028767,13.27540498
E01028771,3.034145322
E01028772,6.19999748
E01028773,4.299844649
E01028774,1.815899392
E01028775,3.70047321
E01028776,8.236754206
E01028777,3.746354822
E01028778,1.479341869
E01028779,2.058052826
E01028780,0.102807753
E01028781,0.490862887
E01028782,2.402602268
E01028783,0.020128422
E01028784,9.565738214
E01028785,0.489190247
E01028786,1.434977249
E01028787,0.840806942
E01028788,4.645943986
E01028789,9.260239539
E01028790,2.848696029
E01028791,3.641830373
E01028792,1.624956632
E01028793,1.653428339
E01028794,4.178006042
E01028795,8.598885308
E01028796,4.343187973
E01028797,3.127348346
E01028798,13.19628994
E01028799,11.09038428
E01028800,0.901355667
E01028801,4.049234937
E01028802,2.96995247
E01028804,4.289192302
E01028806,9.352427928
E01028807,1.893490289
E01028808,3.111940455
E01028809,1.061719267
E01028810,2.368583156
E01028811,1.381335684
E01028813,1.834525878
E01028814,2.905590401
E01028815,4.165864987
E01028816,2.620159046
E01028817,3.141733471
E01028818,1.437301882
E01028819,2.016238966
E01028820,7.272515421
E01028821,2.324068545
E01028822,4.286597054
E01028823,2.074358508
E01028824,0.511493701
E01028825,2.405727926
E01028826,1.934536704
E01028827,0.963177266
E01028828,2.234997806
E01028829,4.057403247
E01028830,2.250332974
E01028831,9.114831543
E01028832,2.623976381
E01028833,3.737393334
E01028834,5.40921995
E01028835,7.71123249
E01028836,3.223140067
E01028837,2.93747248
E01028838,2.755682321
E01028839,4.561187323
E01028840,6.984207173
E01028841,4.530755662
E01028842,6.818502414
E01028843,6.54333124
E01028844,-1.652255701
E01028845,9.978037306
E01028846,20.5384097
E01028847,5.360988109
E01028848,2.838157934
E01028849,0.255618208
E01028850,1.92160045
E01028851,8.898391039
E01028852,6.183584666
E01028853,0.042253378
E01028854,1.157965008
E01028855,3.030265732
E01028856,0.374911394
E01028858,16.92644093
E01028859,7.324358135
E01028860,6.661708396
E01028861,3.407590261
E01028862,6.700951421
E01028863,3.341567557
E01028864,5.317625657
E01028865,4.330026737
E01028866,3.204522445
E01028867,0.315081524
E01028868,4.476453443
E01028869,6.790955481
E01028870,5.098884991
E01028871,4.819580099
E01028872,6.239402188
E01028873,3.667833865
E01028874,5.513153905
E01028875,15.49796336
E01028876,4.250206789
E01028877,8.22610802
E01028878,4.233488903
E01028879,3.89574807
E01028880,7.65153818
E01028881,4.663313022
E01028882,6.195732599
E01028883,0.736761225
E01028884,2.58449576
E01028886,0.137504639
E01028887,1.078142214
E01028888,6.353349565
E01028889,1.721378944
E01028890,0.485488863
E01028891,0.013227306
E01028892,8.357787501
E01028893,5.991407796
E01028894,0.23966282
E01028895,0.298580021
E01028896,0.149550307
E01028897,1.901471161
E01028898,6.137048684
E01028899,8.065970813
E01028902,2.740976643
E01028903,2.990706108
E01028904,5.030528964
E01028905,8.308854871
E01028906,2.304934109
E01028907,6.859083835
E01028908,2.895452816
E01028909,6.426454267
E01028910,7.722857511
E01028911,3.939727717
E01028912,0.084857353
E01028913,6.499075467
E01028914,3.486271978
E01028915,2.405878991
E01028916,4.875956881
E01028917,2.503118895
E01028918,4.462118511
E01028919,0.743471861
E01028920,0.639005568
E01028921,0.566282624
E01028922,3.813453545
E01028923,6.127315025
E01028924,6.502079583
E01028925,4.8830664
E01028926,0.360635607
E01028927,3.729628345
E01028928,0.802927093
E01028929,5.236457317
E01028930,3.637021004
E01028931,3.204161173
E01028933,3.440383605
E01028934,3.498473442
E01028935,1.568701095
E01028936,2.515646447
E01028937,0.792290865
E01028938,2.220316897
E01028939,2.231545868
E01028940,3.426714614
E01028942,6.278615131
E01028943,3.769605118
E01028944,2.816719246
E01028945,2.414227164
E01028947,4.185524496
E01028948,2.660771605
E01028949,3.514357796
E01028950,5.168050597
E01028951,16.06997997
E01028952,3.611003154
E01028953,5.635739709
E01028954,3.287002322
E01028955,-0.107732424
E01028956,5.842631068
E01028957,2.437381322
E01028958,3.379303807
E01028960,4.872991793
E01028961,5.48531075
E01028962,2.290587114
E01028963,9.626833737
E01028964,6.151438633
E01028965,2.420993425
E01028966,4.948323112
E01028967,1.720517327
E01028968,2.498838366
E01028969,6.267588157
E01028970,4.777413825
E01028971,8.759205532
E01028972,8.390512403
E01028973,2.807754507
E01028974,5.365306362
E01028975,1.144816062
E01028976,6.735589019
E01028977,5.161271907
E01028978,9.067448748
E01028979,3.129408653
E01028980,17.18682613
E01028981,4.640283915
E01028982,4.520668477
E01028983,4.871412237
E01028984,1.649092298
E01028985,2.649746158
E01028986,8.061307608
E01028988,2.692052951
E01028989,3.380441321
E01028990,4.099496753
E01028992,2.051715004
E01028993,5.322091051
E01028994,5.474407834
E01028995,3.189482337
E01028996,3.954546476
E01028997,13.05391734
E01028998,6.252938713
E01028999,6.364175352
E01029000,3.261520718
E01029001,8.433517141
E01029002,0.405081198
E01029003,17.68257679
E01029005,3.912162095
E01029006,3.639525767
E01029007,2.003730991
E01029009,3.143984183
E01029010,3.627870846
E01029011,2.932525289
E01029012,4.881874548
E01029013,3.847064194
E01029014,0.001524609
E01029016,5.240615656
E01029018,14.05167743
E01029019,14.83821505
E01029020,5.492185088
E01029021,4.609667016
E01029022,5.061519699
E01029023,4.115632248
E01029024,5.696761315
E01029025,1.214631995
E01029027,4.161335771
E01029028,0.832473831
E01029029,1.68895397
E01029030,7.664631195
E01029031,5.613528011
E01029032,2.016344662
E01029033,1.916821501
E01029034,1.657309679
E01029036,1.281496026
E01029037,1.415949641
E01029038,1.792356517
E01029039,3.476850205
E01029040,2.911918307
E01029041,1.573119868
E01029042,0.690106279
E01029043,2.85861615
E01029044,1.554414345
E01029045,2.086562631
E01029046,0.13739158
E01029047,0.458523509
E01029050,0.471372221
E01029051,1.866340106
E01029052,10.1996611
E01029053,16.42303804
E01029054,8.076274784
E01029055,5.333422027
E01029056,9.862637489
E01029057,12.06806932
E01029058,16.23806116
E01029059,7.485998034
E01029060,11.26270936
E01029062,0.990520701
E01029063,7.566669615
E01029064,2.706188423
E01029065,5.896976249
E01029066,2.653546227
E01029067,3.119825901
E01029068,8.583364705
E01029070,2.761388447
E01029071,1.853817269
E01029072,1.936482128
E01029073,1.166830501
E01029074,4.18485359
E01029075,2.074673659
E01029076,5.13087246
E01029077,12.97820336
E01029078,1.828401487
E01029079,1.059714723
E01029080,3.027421618
E01029081,2.61226288
E01029082,2.449069729
E01029083,3.87167792
E01029084,1.97762164
E01029085,2.072353009
E01029086,8.224613271
E01029089,5.984604452
E01029091,3.730642339
E01029092,4.818165467
E01029093,1.76501626
E01029094,2.324081462
E01029095,0.888631121
E01029096,1.843263301
E01029097,1.676384461
E01029098,1.317262363
E01029099,0.589260535
E01029100,1.910455996
E01029101,2.252381019
E01029102,2.648298966
E01029103,8.619530204
E01029104,6.580476506
E01029105,1.226501129
E01029106,1.049097795
E01029107,1.853250072
E01029108,3.385135328
E01029109,1.27396514
E01029110,1.952393643
E01029111,3.363064568
E01029112,1.030003587
E01029113,9.142080248
E01029114,4.101827923
E01029115,5.287055198
E01029116,1.343272197
E01029117,1.362226463
E01029118,6.333676914
E01029119,1.571210486
E01029120,3.025342304
E01029121,4.53175233
E01029122,3.570629262
E01029123,0.52497284
E01029124,2.95274911
E01029125,4.899498823
E01029126,2.178627907
E01029127,0.458107881
E01029128,8.440625459
E01029129,5.056368125
E01029130,11.22602261
E01029131,2.385922398
E01029132,1.065978051
E01029133,2.271018898
E01029134,2.903995876
E01029135,8.470373291
E01029136,2.435427914
E01029137,4.900203765
E01029138,1.659434947
E01029139,6.563584623
E01029142,3.207795752
E01029143,0.29150197
E01029144,4.543621067
E01029145,1.707725441
E01029147,8.228939111
E01029148,3.167719769
E01029149,5.656819538
E01029150,4.73095818
E01029151,5.414775009
E01029152,2.179317084
E01029153,9.155580957
E01029154,6.250018897
E01029155,8.933495589
E01029156,2.690516922
E01029157,0.592157192
E01029158,1.546947498
E01029159,4.369459479
E01029161,2.805159595
E01029162,2.901563377
E01029163,13.19809239
E01029164,6.510452782
E01029165,4.374056201
E01029166,17.80319461
E01029167,0.390527333
E01029168,9.195155307
E01029169,3.111981344
E01029170,1.02810892
E01029171,2.466069522
E01029172,5.112707987
E01029173,2.594970352
E01029174,2.727618633
E01029175,1.969788924
E01029176,4.267102797
E01029177,0.863490502
E01029178,5.885141802
E01029179,0.675361353
E01029180,6.350181878
E01029181,4.927191712
E01029182,2.932295012
E01029183,0.395179508
E01029184,0.931015463
E01029185,0.519542724
E01029186,0.326645953
E01029187,1.166715848
E01029188,9.48401846
E01029189,0.812948056
E01029190,6.204789735
E01029191,3.238557455
E01029192,0.975580235
E01029193,0.583198502
E01029194,1.056368414
E01029195,0.701868667
E01029196,4.711791561
E01029197,4.810941367
E01029198,0.150803851
E01029199,4.282443135
E01029200,0.709292274
E01029201,2.956245065
E01029202,0.252552391
E01029203,4.805337654
E01029204,4.075735856
E01029205,0.626811636
E01029206,1.007486201
E01029207,1.434743137
E01029208,4.7636953
E01029209,5.696798627
E01029210,7.17611237
E01029211,5.952874232
E01029212,3.762756039
E01029213,4.40767853
E01029214,4.163762691
E01029215,0.606028925
E01029216,6.276934994
E01029217,6.471150775
E01029218,1.392974923
E01029219,6.585407379
E01029220,1.026109666
E01029221,18.89342271
E01029222,8.517652627
E01029223,4.248104544
E01029224,12.63313902
E01029225,2.250494983
E01029226,0.793507331
E01029227,1.261634974
E01029228,0.569983772
E01029229,0.375190747
E01029230,14.85795116
E01029231,1.485767948
E01029232,1.630045916
E01029233,2.701012786
E01029235,1.852937235
E01029236,1.24373359
E01029237,1.965649157
E01029238,1.756221542
E01029239,1.464410284
E01029240,2.274774713
E01029241,2.369365436
E01029242,1.923268756
E01029243,9.125952529
E01029244,7.18416661
E01029245,3.528182404
E01029246,2.129995421
E01029247,1.704155845
E01029248,2.287887459
E01029249,1.231899827
E01029250,6.131246957
E01029251,5.630397224
E01029252,2.926096711
E01029254,3.72037496
E01029255,1.774232828
E01029256,3.214254987
E01029257,2.568463304
E01029258,4.136525989
E01029259,2.386098018
E01029260,0.526523283
E01029261,8.136533177
E01029262,14.58008238
E01029263,1.755032095
E01029264,2.876025525
E01029265,7.651039194
E01029266,1.243393956
E01029267,6.162381082
E01029268,7.758431815
E01029269,11.89593805
E01029270,15.13061431
E01029271,8.139914449
E01029273,2.560508639
E01029274,6.69799816
E01029275,4.959841156
E01029276,2.07256155
E01029277,1.79137549
E01029278,3.945415577
E01029279,7.059676944
E01029280,2.08301506
E01029281,2.100860107
E01029282,2.697263587
E01029283,2.136353023
E01029284,0.576493297
E01029285,1.887341254
E01029286,1.24261755
E01029287,1.321580356
E01029288,1.342788711
E01029289,1.280604541
E01029290,1.415399267
E01029291,2.207703332
E01029292,1.523884407
E01029293,1.674620943
E01029294,3.208803324
E01029295,5.218939829
E01029296,10.06222399
E01029297,1.341078461
E01029298,1.829002939
E01029299,1.422117229
E01029300,3.195511514
E01029301,1.766761984
E01029302,5.973128828
E01029303,6.786005053
E01029304,1.245539767
E01029305,2.465346841
E01029306,2.525946732
E01029307,1.394193497
E01029308,18.16300683
E01029310,4.355043707
E01029311,3.832249868
E01029312,1.615803263
E01029313,2.351651293
E01029315,3.661383
E01029316,2.425587673
E01029317,5.726973726
E01029319,4.726112275
E01029320,0.77290278
E01029321,13.64792527
E01029322,1.741217915
E01029324,2.007832297
E01029325,11.44603839
E01029326,6.89266429
E01029327,15.66788217
E01029328,14.52745769
E01029329,2.117187113
E01029330,2.192824457
E01029331,4.343042627
E01029333,1.172668317
E01029334,4.324665821
E01029335,4.4560655
E01029336,23.60147902
E01029337,12.4367314
E01029338,7.907414819
E01029339,0.245305146
E01029341,0.64213709
E01029342,3.991352288
E01029343,1.634966818
E01029345,9.004021122
E01029346,3.621021569
E01029347,7.469525905
E01029348,5.813210822
E01029349,3.503504834
E01029350,3.433136008
E01029351,4.376462356
E01029352,4.829640414
E01029353,3.614618971
E01029354,4.559121322
E01029355,3.257898346
E01029356,3.500678088
E01029357,5.181987984
E01029358,2.839604695
E01029359,6.432369854
E01029360,3.481715365
E01029361,3.693803227
E01029362,4.183068824
E01029363,4.48378636
E01029364,6.556456949
E01029365,4.884259676
E01029366,12.16091379
E01029367,5.980378626
E01029368,6.246841916
E01029369,7.740955199
E01029370,8.100508126
E01029371,7.590483806
E01029372,1.964680868
E01029373,10.18482913
E01029374,7.890747376
E01029375,10.97357204
E01029376,7.553100058
E01029377,9.953833532
E01029378,9.821429582
E01029379,8.820931009
E01029380,10.18358344
E01029381,4.348575382
E01029382,5.591931442
E01029383,10.18569238
E01029385,6.93708102
E01029386,4.630596905
E01029387,3.93652774
E01029388,4.958211894
E01029389,5.492832845
E01029390,2.742156515
E01029391,9.283005558
E01029392,12.42079581
E01029393,6.215695438
E01029394,1.365095155
E01029395,1.227403442
E01029396,0.505877225
E01029397,0.420064299
E01029398,0.534768812
E01029399,4.413962334
E01029400,7.159380761
E01029401,5.841804723
E01029402,7.497571153
E01029403,4.958395223
E01029404,2.037925755
E01029405,5.990532181
E01029406,3.71176942
E01029407,2.761506663
E01029408,3.331849433
E01029409,2.706807988
E01029410,2.930112615
E01029411,4.641931522
E01029412,0.952693623
E01029413,4.264524705
E01029414,6.442451859
E01029415,7.574233029
E01029416,11.75780705
E01029417,6.133285094
E01029418,9.966154672
E01029419,7.079789284
E01029420,3.24745426
E01029422,4.068709351
E01029423,0.181700638
E01029424,2.425319504
E01029425,12.44907751
E01029426,4.003982993
E01029427,2.347652314
E01029428,9.711163542
E01029429,2.619906833
E01029430,12.32875688
E01029431,5.008128794
E01029432,4.325165751
E01029433,5.239317699
E01029434,2.152852476
E01029435,2.63856942
E01029436,1.906949288
E01029437,7.230645582
E01029438,3.455208828
E01029439,2.463097903
E01029440,3.774138709
E01029441,2.229183551
E01029442,7.603725917
E01029443,6.940104348
E01029444,5.352748587
E01029445,3.099559484
E01029446,4.680968848
E01029447,2.144972158
E01029448,2.362187863
E01029449,3.541823353
E01029450,2.363847005
E01029451,2.682451603
E01029452,3.375821058
E01029453,2.716129939
E01029454,9.347493786
E01029455,5.54139055
E01029456,3.164521959
E01029457,4.663332247
E01029458,5.715541712
E01029459,9.363946938
E01029460,3.419656236
E01029461,4.614578614
E01029462,6.061855148
E01029463,7.118749386
E01029464,0.440870061
E01029465,4.149594088
E01029466,9.853237184
E01029467,5.703998134
E01029468,1.95270661
E01029469,4.094818001
E01029470,4.758992074
E01029471,4.648134072
E01029472,3.273462052
E01029473,5.76553446
E01029474,4.161383354
E01029475,7.503525857
E01029476,5.165940595
E01029477,8.343490402
E01029478,2.19958525
E01029480,0.782975893
E01029482,2.066475687
E01029483,9.805884345
E01029484,3.555762607
E01029485,5.306928472
E01029486,6.642094874
E01029487,3.79304163
E01029488,-0.138991875
E01029489,6.244993936
E01029490,5.352255111
E01029491,3.168584826
E01029492,2.752363087
E01029493,7.29154646
E01029494,5.840996026
E01029495,6.650872667
E01029496,4.746251276
E01029498,5.809680977
E01029499,1.962615128
E01029500,5.826362915
E01029501,2.450826813
E01029502,4.135656165
E01029503,5.442537452
E01029504,3.744996868
E01029505,7.256066166
E01029506,8.637235729
E01029507,11.12648393
E01029508,10.99387349
E01029509,3.126060353
E01029511,5.436628579
E01029512,10.27237238
E01029513,9.381580042
E01029514,11.56255661
E01029515,2.435330493
E01029516,13.57089276
E01029517,7.132385437
E01029518,7.170684681
E01029519,4.21972439
E01029520,5.098408161
E01029521,7.993288857
E01029522,6.187569879
E01029523,10.12681388
E01029524,3.235145485
E01029525,5.525871077
E01029526,1.956682858
E01029527,2.962507404
E01029528,3.595611499
E01029529,3.601283924
E01029531,8.159142782
E01029532,1.105107293
E01029533,1.030914726
E01029534,0.449341676
E01029535,0.153454711
E01029536,3.935787882
E01029537,3.067140727
E01029538,2.933678501
E01029539,2.796417778
E01029540,2.743704916
E01029541,5.751026395
E01029542,3.273863445
E01029543,2.173077005
E01029544,4.617769278
E01029545,3.238522674
E01029546,4.314988176
E01029547,2.608845117
E01029548,1.647701015
E01029549,2.523059888
E01029551,2.890750971
E01029552,2.668511487
E01029553,2.781772888
E01029554,2.516423555
E01029555,2.089442151
E01029556,-0.134741376
E01029557,2.715429442
E01029558,2.948337825
E01029559,2.665398796
E01029560,2.493841278
E01029561,3.110321309
E01029562,6.358581227
E01029563,3.310135448
E01029564,2.343156963
E01029565,7.953913058
E01029566,1.528399472
E01029567,2.570507295
E01029568,1.982182041
E01029569,3.544141211
E01029570,8.153860593
E01029571,3.421594178
E01029572,4.007012656
E01029573,2.595218408
E01029574,1.146698169
E01029575,0.211316154
E01029576,-1.168316871
E01029577,2.952380212
E01029578,1.921566211
E01029579,2.850009369
E01029580,2.950724279
E01029581,5.417699248
E01029582,9.132025703
E01029583,1.811867928
E01029584,2.893498694
E01029585,1.70215441
E01029586,3.591243672
E01029587,4.121448371
E01029588,2.61741333
E01029589,5.921303253
E01029590,3.564081768
E01029591,1.99101219
E01029593,4.903848152
E01029594,2.213040235
E01029595,2.264721515
E01029596,2.680348313
E01029597,2.983871167
E01029598,2.426054023
E01029599,1.719618914
E01029600,3.649709067
E01029601,9.206333931
E01029602,1.662819332
E01029603,1.467221781
E01029604,1.64761993
E01029605,2.910820153
E01029606,8.321317622
E01029607,2.312437966
E01029608,5.961909196
E01029609,2.187541669
E01029610,2.193154505
E01029611,2.940655418
E01029612,3.195225653
E01029613,4.12474575
E01029614,4.363026185
E01029615,2.323264628
E01029616,6.031501262
E01029617,7.887343033
E01029618,1.902292062
E01029619,1.27416534
E01029620,5.073628762
E01029621,4.436936491
E01029622,5.988234592
E01029623,3.865828578
E01029624,5.435055146
E01029625,2.98322084
E01029626,6.704966015
E01029627,2.943552503
E01029628,7.92127665
E01029629,7.469307214
E01029630,9.490975616
E01029631,5.841390837
E01029632,3.990162107
E01029633,7.958350959
E01029634,3.558190581
E01029635,0.132677009
E01029636,4.588029004
E01029637,0.534794699
E01029638,5.508402271
E01029639,6.41824547
E01029640,4.089350949
E01029641,7.630707698
E01029642,5.919381805
E01029643,4.447252137
E01029644,5.40326268
E01029645,4.577381122
E01029646,6.059315437
E01029647,11.44602854
E01029648,4.399199412
E01029649,0.824895155
E01029650,7.509327988
E01029651,7.898007105
E01029652,2.003478666
E01029653,0.683621361
E01029654,4.640999396
E01029655,1.810756942
E01029656,6.123420921
E01029657,3.283045925
E01029658,0.521006745
E01029659,1.412332573
E01029660,4.356662573
E01029661,8.978808413
E01029662,9.362389142
E01029663,5.841752234
E01029664,4.091264451
E01029665,6.309454524
E01029666,2.872236922
E01029667,7.90941154
E01029668,5.413669624
E01029669,4.310861703
E01029670,5.886308233
E01029671,4.311287858
E01029672,10.92150581
E01029673,4.643577608
E01029674,9.175288356
E01029675,4.960760929
E01029676,2.884467476
E01029677,5.988780889
E01029678,6.957577074
E01029679,3.247180716
E01029680,4.5386079
E01029681,1.790215119
E01029682,6.988310063
E01029683,1.192763496
E01029684,5.076631624
E01029685,5.599040705
E01029686,4.565195868
E01029687,6.40321674
E01029688,14.95611413
E01029689,2.057801454
E01029690,3.653991431
E01029691,1.189562455
E01029692,1.63837582
E01029693,1.895885567
E01029694,2.993295009
E01029695,7.753011807
E01029696,3.917064339
E01029697,5.389149788
E01029698,7.751648918
E01029699,2.445794652
E01029700,2.966265544
E01029702,6.307754571
E01029703,0.550136882
E01029704,4.124319646
E01029705,7.858923966
E01029706,10.67340013
E01029707,0.461677039
E01029708,11.47497708
E01029709,5.561894699
E01029710,5.466627434
E01029711,5.699528133
E01029712,5.688458136
E01029713,1.935338078
E01029714,5.837250028
E01029715,2.511001358
E01029716,2.41164175
E01029717,1.863441943
E01029718,6.34792492
E01029719,3.435214262
E01029720,1.739294672
E01029721,3.981464095
E01029722,2.329086435
E01029723,3.212220822
E01029724,3.636294454
E01029725,3.95799352
E01029726,5.724228877
E01029727,1.816302481
E01029728,2.674020653
E01029729,2.315377599
E01029733,8.015339222
E01029734,2.962765195
E01029735,4.35426244
E01029736,5.697087624
E01029737,4.109960226
E01029738,4.344907914
E01029739,8.822205261
E01029740,3.059337513
E01029741,6.911795965
E01029742,5.656422852
E01029743,0.976878181
E01029744,6.098955479
E01029745,2.318193516
E01029746,2.846804856
E01029747,3.872174005
E01029748,7.351802743
E01029749,8.14693286
E01029750,5.464196247
E01029751,3.867349332
E01029752,1.818552977
E01029753,5.222304481
E01029754,5.269983139
E01029755,4.416666432
E01029756,6.999294292
E01029757,4.872986646
E01029758,9.133321239
E01029759,5.1143567
E01029760,11.36687795
E01029761,3.096716145
E01029762,4.305387652
E01029763,3.357024845
E01029764,11.56084523
E01029765,3.314222333
E01029766,5.207086791
E01029767,10.43501394
E01029768,6.646389768
E01029769,12.6860492
E01029770,10.47417014
E01029771,6.17531176
E01029772,4.836568599
E01029773,5.617746143
E01029774,3.436882109
E01029775,7.574468531
E01029776,11.47602329
E01029777,5.043045092
E01029778,6.4880135
E01029779,4.018303333
E01029780,4.361363682
E01029781,5.771451405
E01029782,6.910875466
E01029783,3.848554954
E01029784,12.30281215
E01029785,10.64980475
E01029786,8.064972833
E01029787,3.289292572
E01029788,2.425392687
E01029789,0.412119874
E01029790,1.040232994
E01029791,0.770346332
E01029792,0.675818936
E01029793,1.102755716
E01029794,3.810082256
E01029795,0.651694024
E01029796,-0.112453003
E01029797,6.42418124
E01029798,7.249116439
E01029799,13.2425342
E01029800,7.443662472
E01029801,7.517830934
E01029802,7.748454036
E01029803,5.248919928
E01029804,2.306658923
E01029805,6.661118063
E01029806,3.656536878
E01029807,1.615500715
E01029808,2.401469608
E01029809,2.690387936
E01029810,3.50727321
E01029811,5.464046926
E01029812,2.28679934
E01029813,9.034151533
E01029814,2.855152423
E01029815,3.788543637
E01029816,4.943731647
E01029817,6.944843877
E01029818,5.251324316
E01029819,5.592697969
E01029820,6.597354471
E01029821,3.139446647
E01029822,13.57066941
E01029823,5.386035222
