small_area,total_value_mGBP
E01009825,3.58906396
E01009826,6.419781249
E01009827,7.548748941
E01009828,3.234562329
E01009829,5.383959475
E01009830,5.433645403
E01009831,3.008511332
E01009832,3.179580672
E01009833,2.800701748
E01009834,3.550843227
E01009835,4.71773867
E01009836,2.990915665
E01009837,2.778520007
E01009838,4.441854581
E01009839,3.939447417
E01009840,2.597681647
E01009841,3.132930421
E01009842,3.101160513
E01009843,3.628886127
E01009844,2.651213557
E01009845,7.000326062
E01009846,6.158818031
E01009847,3.668705853
E01009848,3.018259227
E01009849,3.918876862
E01009850,8.798977384
E01009851,5.4803668
E01009852,5.258580747
E01009853,5.288993597
E01009854,10.13711824
E01009855,6.55473355
E01009856,4.059230056
E01009857,3.631996454
E01009858,3.094295232
E01009859,9.946394353
E01009860,9.761558775
E01009861,3.5275284
E01009862,3.961783968
E01009863,4.49031023
E01009864,3.642274969
E01009865,3.315185869
E01009866,3.426670717
E01009867,4.173753474
E01009868,3.034292835
E01009869,3.757289309
E01009870,3.623613959
E01009871,4.082714309
E01009872,3.158681837
E01009873,2.927964798
E01009874,3.713546888
E01009875,3.661379635
E01009876,3.594951135
E01009877,2.850910592
E01009878,7.341806729
E01009879,4.741284465
E01009880,4.941065114
E01009882,3.746394588
E01009883,3.349514954
E01009884,2.865205467
E01009885,3.237928427
E01009886,2.777491769
E01009887,3.729312093
E01009888,3.952914409
E01009889,4.206492009
E01009890,4.136991379
E01009891,4.118917837
E01009892,2.301659555
E01009893,3.61674768
E01009894,3.821794606
E01009895,2.794123481
E01009896,4.562029122
E01009897,4.771728121
E01009898,5.885266432
E01009899,4.473961936
E01009900,5.607699399
E01009901,5.251469354
E01009902,4.535578454
E01009903,8.539444887
E01009904,4.286864415
E01009905,3.249223045
E01009906,2.993957966
E01009907,2.905375208
E01009908,3.739284827
E01009909,3.840570573
E01009910,3.130713381
E01009911,3.783659454
E01009912,5.076827853
E01009913,3.957812995
E01009914,4.678816476
E01009915,5.800914544
E01009916,4.25067617
E01009917,4.589812941
E01009918,3.545095646
E01009919,4.221315683
E01009920,5.044608963
E01009921,2.690723002
E01009922,2.722659785
E01009923,3.446589994
E01009924,2.482211034
E01009925,2.598440142
E01009926,2.339549421
E01009927,2.131491267
E01009928,2.659020604
E01009929,3.573332547
E01009930,3.293435675
E01009931,4.995950391
E01009932,2.288532961
E01009933,3.166430366
E01009934,2.709161554
E01009935,4.091968003
E01009936,3.399698926
E01009937,3.232269774
E01009938,3.698258051
E01009939,4.147654078
E01009940,3.423114979
E01009941,3.344563124
E01009942,3.293493387
E01009943,3.083864268
E01009944,3.357374967
E01009946,4.895411352
E01009947,4.661490085
E01009948,4.484504545
E01009949,5.73528391
E01009950,3.748789871
E01009951,3.616780494
E01009952,3.977576088
E01009953,4.573111562
E01009954,4.131291504
E01009955,4.431387751
E01009956,3.103110567
E01009957,3.321454934
E01009958,4.142854349
E01009959,4.279132555
E01009960,3.544330201
E01009961,3.50056962
E01009962,2.415552212
E01009963,2.623635849
E01009964,2.705384673
E01009965,2.25783391
E01009966,2.497772367
E01009967,4.383415969
E01009968,3.930255626
E01009969,4.729955426
E01009970,4.444154204
E01009971,3.578993373
E01009972,5.406153719
E01009973,8.063333771
E01009974,4.568834925
E01009975,4.991670595
E01009976,7.868059485
E01009977,4.781327368
E01009978,4.295576845
E01009979,3.259069291
E01009980,5.158363308
E01009981,4.295123982
E01009982,2.875572011
E01009983,3.067150086
E01009985,3.511254216
E01009986,2.575345404
E01009987,2.010747785
E01009988,5.028567001
E01009989,3.343645176
E01009991,5.745719225
E01009992,3.939495169
E01009993,3.450296779
E01009994,3.828778734
E01009995,3.550104141
E01009996,2.718288464
E01009997,3.491430991
E01009998,4.944030747
E01009999,3.157427019
E01010000,3.86050925
E01010001,4.089661796
E01010002,5.007832987
E01010003,2.311237042
E01010004,3.299706388
E01010005,2.940864426
E01010006,3.776039375
E01010007,2.958501676
E01010008,3.753307176
E01010009,3.689862396
E01010010,2.657359224
E01010011,3.634250049
E01010012,3.985168236
E01010013,3.075688332
E01010014,3.605126
E01010015,4.249177997
E01010016,3.86822655
E01010017,2.922534181
E01010018,4.719710059
E01010019,3.429291508
E01010020,4.772092445
E01010021,3.604873252
E01010022,3.800169303
E01010023,3.556668115
E01010024,3.675420339
E01010025,3.339541944
E01010026,4.015292323
E01010027,3.565932617
E01010028,3.075429462
E01010029,2.450605529
E01010030,2.697669087
E01010031,2.293032907
E01010032,2.823829632
E01010033,2.634057706
E01010034,4.197009325
E01010035,3.534493604
E01010036,5.068048567
E01010037,2.388135944
E01010038,4.100017665
E01010039,4.763932925
E01010040,3.006025258
E01010041,2.931024653
E01010042,4.53610583
E01010043,3.882698261
E01010044,2.841245554
E01010045,3.954874289
E01010046,7.084706597
E01010047,3.9245872
E01010048,3.627471211
E01010049,2.600425099
E01010050,3.497111765
E01010051,3.313170913
E01010052,3.011876707
E01010053,4.132944433
E01010054,2.888561654
E01010055,3.877286985
E01010056,4.150314187
E01010057,3.316219896
E01010058,3.234911878
E01010059,3.255039086
E01010060,3.067765148
E01010061,2.944372148
E01010062,3.278007637
E01010064,3.474486372
E01010066,3.403904209
E01010067,2.969824428
E01010068,3.451032313
E01010069,8.810604878
E01010070,3.424060676
E01010071,3.802118425
E01010072,5.117627236
E01010073,3.378622103
E01010075,6.109461665
E01010076,3.788236522
E01010077,3.275927038
E01010078,3.094957688
E01010079,4.253922498
E01010080,3.415641709
E01010081,4.053405663
E01010082,5.957469498
E01010083,4.728742996
E01010084,3.935895156
E01010085,4.346736915
E01010086,3.623016508
E01010087,3.910572357
E01010088,3.962307153
E01010089,4.192127551
E01010090,3.638524676
E01010091,2.873573978
E01010092,3.598509103
E01010093,2.895209655
E01010094,3.764719706
E01010095,4.453899443
E01010096,3.422522643
E01010097,3.956749554
E01010098,3.5126761
E01010099,3.823278949
E01010100,5.151057107
E01010101,3.202043889
E01010102,2.693833026
E01010103,3.299510703
E01010104,3.240281842
E01010105,4.153209261
E01010106,2.920046071
E01010107,3.364582482
E01010108,19.37536189
E01010109,4.694994208
E01010110,6.617458126
E01010111,2.016903023
E01010112,3.227842771
E01010113,2.587821506
E01010114,4.937025505
E01010115,7.43841434
E01010116,9.712341992
E01010117,5.282514965
E01010118,3.624649552
E01010119,4.707187529
E01010120,2.653094813
E01010121,5.56136217
E01010122,5.898383299
E01010123,4.275564139
E01010124,5.247427912
E01010125,3.069948129
E01010126,2.142397006
E01010127,3.82035604
E01010128,2.487337704
E01010129,2.290153567
E01010130,2.708900361
E01010131,2.206406213
E01010132,3.86426312
E01010133,3.910952289
E01010134,4.014072995
E01010135,3.97148159
E01010136,3.195520445
E01010137,2.627907899
E01010138,3.47722509
E01010139,2.421532163
E01010140,2.293156357
E01010141,1.891232774
E01010142,2.035343794
E01010143,2.269360991
E01010144,3.363774037
E01010145,4.407995836
E01010146,3.195665574
E01010147,2.493915814
E01010148,3.120067504
E01010149,4.051556723
E01010150,7.167182799
E01010151,6.326037956
E01010152,6.0030823
E01010153,8.783209199
E01010154,14.69047688
E01010155,14.87217135
E01010156,6.89574421
E01010157,3.332393728
E01010158,2.953372624
E01010159,3.431966997
E01010160,3.366021624
E01010161,3.86485477
E01010162,3.939892712
E01010163,4.135242768
E01010164,5.291790855
E01010165,2.505242724
E01010166,10.63607366
E01010167,4.829788543
E01010168,8.385103503
E01010169,8.434494242
E01010170,3.323524887
E01010171,6.602000182
E01010172,10.08982876
E01010173,5.901545935
E01010174,3.748490461
E01010175,4.588975858
E01010176,7.063056256
E01010177,3.267702893
E01010178,3.550656487
E01010179,4.099820401
E01010180,5.013189751
E01010181,11.86195974
E01010183,12.77262879
E01010184,5.157828694
E01010185,25.58912334
E01010186,13.54948735
E01010187,7.494878565
E01010188,31.00930897
E01010189,7.638154365
E01010190,12.22891593
E01010191,9.197307875
E01010192,4.866641629
E01010193,6.798913172
E01010194,10.38077173
E01010195,11.67500171
E01010196,15.19728571
E01010197,29.83386455
E01010198,7.618398176
E01010199,6.896067625
E01010200,3.226874004
E01010201,5.595864882
E01010202,5.565976062
E01010203,3.962578481
E01010204,2.538795601
E01010205,9.909740744
E01010206,5.741389851
E01010207,9.822171176
E01010208,5.251537806
E01010209,4.437410958
E01010210,6.476620509
E01010211,2.873765355
E01010212,5.708748714
E01010213,5.353629933
E01010214,7.148268082
E01010215,6.671736518
E01010216,5.63327034
E01010217,5.077509935
E01010218,2.858319495
E01010219,3.911534032
E01010220,4.590252006
E01010221,4.448011916
E01010222,3.335099646
E01010223,3.133799416
E01010225,4.346858157
E01010226,4.021933744
E01010227,13.78771216
E01010228,4.102773813
E01010229,12.63826724
E01010230,4.541608919
E01010231,8.436649617
E01010232,4.118394511
E01010233,4.172905644
E01010234,2.884080533
E01010235,2.397406846
E01010236,2.238845071
E01010237,4.472570639
E01010238,2.336033621
E01010239,3.040114627
E01010240,2.634041817
E01010241,5.045912374
E01010242,4.029696191
E01010243,4.565341482
E01010244,3.181954892
E01010245,6.706590796
E01010246,6.697390628
E01010247,5.137342094
E01010248,11.097095
E01010249,4.2416365
E01010250,4.089905372
E01010251,10.66174402
E01010252,7.295222543
E01010253,3.964356727
E01010254,3.966386529
E01010255,5.223906701
E01010256,4.927918968
E01010257,5.920165035
E01010258,3.074340908
E01010259,4.55777702
E01010260,4.275486913
E01010261,4.054159447
E01010262,4.305715958
E01010263,2.661022457
E01010264,3.739362857
E01010265,3.941799452
E01010266,2.355214484
E01010267,4.454650289
E01010268,3.336204171
E01010269,2.969600571
E01010270,4.080623186
E01010271,3.652368529
E01010272,2.045302985
E01010273,2.067517033
E01010274,2.593762537
E01010275,3.296688369
E01010277,4.023183937
E01010279,5.076289391
E01010282,2.804521012
E01010283,4.497298904
E01010284,3.285886171
E01010285,4.701751741
E01010286,2.962743872
E01010287,3.608659445
E01010288,3.407820572
E01010289,3.433058141
E01010290,3.382767946
E01010291,2.573800649
E01010292,2.896889167
E01010293,3.254636712
E01010294,2.711233541
E01010295,2.908526668
E01010296,4.381682458
E01010297,8.090077041
E01010298,2.887773198
E01010299,2.894118178
E01010300,2.278060237
E01010301,0.124498184
E01010302,3.302628681
E01010303,5.791928732
E01010304,5.543316179
E01010305,3.306237425
E01010306,8.039000568
E01010307,8.697574674
E01010308,3.933662651
E01010309,3.852430435
E01010310,5.319806825
E01010311,5.935435803
E01010312,3.714790606
E01010313,3.58908692
E01010314,3.051391786
E01010315,4.355641002
E01010316,3.190778747
E01010317,6.967587361
E01010318,2.368973299
E01010319,7.414835392
E01010320,3.116015762
E01010321,4.234670213
E01010322,4.028986326
E01010323,3.724102287
E01010324,4.798868253
E01010325,4.484226921
E01010326,5.673661271
E01010327,3.11766552
E01010328,10.21948193
E01010329,7.073129057
E01010330,3.362133348
E01010331,11.09272841
E01010332,16.72808902
E01010333,8.48449184
E01010334,10.86711826
E01010335,3.999150042
E01010336,3.468814251
E01010337,3.051002376
E01010338,5.109138259
E01010339,3.930300089
E01010340,2.511061729
E01010341,2.774053246
E01010342,2.693089833
E01010343,2.752474507
E01010344,3.577779743
E01010345,3.762141688
E01010346,4.734547177
E01010347,3.559115086
E01010348,4.23392046
E01010349,2.828926263
E01010350,4.951891076
E01010351,4.697918484
E01010352,5.215555552
E01010353,4.55990832
E01010354,5.413894868
E01010355,4.062815703
E01010356,4.712822451
E01010357,5.530203154
E01010358,3.722015476
E01010359,3.466328643
E01010360,3.71564053
E01010361,4.119451894
E01010362,4.008169322
E01010363,4.022869684
E01010364,2.77233383
E01010365,2.873607316
E01010366,3.38358943
E01010367,3.829045205
E01010368,2.534741536
E01010369,2.271645342
E01010370,3.005683361
E01010372,2.565179116
E01010373,5.293761403
E01010374,6.708119506
E01010375,4.650171129
E01010376,4.568317069
E01010377,5.309357142
E01010378,3.130223897
E01010379,3.585340424
E01010380,4.318531659
E01010381,3.048648167
E01010382,3.726508228
E01010383,3.448551536
E01010384,5.105374689
E01010385,11.5255384
E01010386,6.89674257
E01010387,7.394908004
E01010388,9.017984077
E01010389,10.41874458
E01010390,6.289317306
E01010391,6.908435933
E01010392,7.38142711
E01010393,4.370499797
E01010394,3.549063448
E01010395,4.328670734
E01010396,6.21351875
E01010397,3.843352917
E01010398,6.291422291
E01010399,4.807070174
E01010400,3.80690727
E01010401,3.683965764
E01010402,5.136791353
E01010403,3.593883282
E01010404,3.843501902
E01010405,4.243087207
E01010406,6.50997788
E01010407,3.642941927
E01010408,3.5917268
E01010409,3.584832317
E01010410,5.387746558
E01010411,5.939526831
E01010412,4.399523489
E01010413,3.520613191
E01010414,3.607408581
E01010415,3.866486554
E01010416,2.742169326
E01010417,3.175261506
E01010418,4.891987803
E01010419,3.515410816
E01010420,2.619658809
E01010421,3.164253417
E01010422,4.497637286
E01010423,2.525770115
E01010424,4.22477042
E01010425,3.120494306
E01010426,3.451586293
E01010427,5.050268123
E01010428,2.373781249
E01010429,2.168519354
E01010430,2.80013983
E01010431,8.248985656
E01010432,5.039221426
E01010433,2.230762957
E01010434,4.301175053
E01010436,4.022707594
E01010437,4.38735794
E01010438,3.351159698
E01010439,3.227064571
E01010440,2.921320054
E01010441,2.715147737
E01010442,2.341157898
E01010443,3.084183204
E01010444,2.986649224
E01010445,2.599057213
E01010446,3.56113425
E01010447,3.668844234
E01010448,3.31477668
E01010449,5.234149434
E01010450,6.150161809
E01010451,5.801670226
E01010452,3.335295028
E01010454,3.209371107
E01010455,5.995135783
E01010456,2.236769201
E01010457,3.999764559
E01010458,4.152021691
E01010459,4.463168297
E01010460,4.025078676
E01010461,4.335943113
E01010462,3.123266378
E01010463,2.661031026
E01010464,2.284441037
E01010465,2.91635459
E01010466,2.352441591
E01010467,3.364865192
E01010468,3.670278085
E01010469,3.079723974
E01010470,2.733082262
E01010471,2.519425313
E01010472,5.857510402
E01010473,2.923502499
E01010474,3.98539137
E01010475,3.690410816
E01010476,2.86641276
E01010477,2.824452692
E01010478,2.021282529
E01010479,3.345136276
E01010480,4.537835903
E01010481,3.014520466
E01010482,2.817445985
E01010483,2.980407023
E01010484,2.502018828
E01010485,4.783604016
E01010486,2.683208921
E01010487,4.720370843
E01010488,3.883584899
E01010489,3.09387784
E01010490,2.763891186
E01010491,4.280061726
E01010492,4.978298238
E01010493,4.557682993
E01010494,4.651186811
E01010495,3.431325093
E01010496,3.292743229
E01010497,4.168839059
E01010498,3.905367135
E01010499,3.741557444
E01010500,3.170284953
E01010501,3.232558977
E01010502,4.188261871
E01010503,2.914506453
E01010504,11.66029464
E01010505,6.570575544
E01010506,2.152911626
E01010507,6.010003272
E01010508,2.347909091
E01010509,3.288779209
E01010510,2.872820814
E01010511,3.359548358
E01010512,2.021258288
E01010513,6.488676472
E01010514,5.579504287
E01010515,4.739175742
E01010516,4.369881459
E01010517,4.070314961
E01010518,4.836307346
E01010519,4.142239498
E01010520,5.409829577
E01010522,4.650058729
E01010523,4.459831029
E01010524,3.689843175
E01010525,5.806039881
E01010526,2.184132367
E01010527,3.080195082
E01010528,2.650535731
E01010529,2.656512948
E01010530,2.997910747
E01010531,4.344633149
E01010532,3.926867394
E01010533,4.126286137
E01010534,4.968824911
E01010535,3.326880045
E01010536,5.379499322
E01010537,3.377765965
E01010538,3.493035195
E01010539,3.45223954
E01010540,9.515362732
E01010541,2.538710062
E01010542,4.317355131
E01010543,2.546712302
E01010544,5.168254706
E01010545,4.528086288
E01010546,14.09676248
E01010547,4.89417214
E01010548,2.864044433
E01010549,3.816597257
E01010550,12.99314266
E01010551,3.726778668
E01010552,4.759306027
E01010553,7.198299198
E01010554,3.718835764
E01010555,2.832087962
E01010556,3.683549306
E01010557,3.697918035
E01010558,5.316316271
E01010559,3.663373109
E01010560,4.172719503
E01010561,4.701174865
E01010562,3.59863652
E01010563,2.926361596
E01010564,5.780160326
E01010565,6.375469186
E01010566,4.751913909
E01010567,3.268559591
E01010568,3.508886551
E01010569,3.523515221
E01010570,6.336830858
E01010571,3.754071322
E01010572,3.349412875
E01010573,14.60408987
E01010574,8.659824916
E01010575,4.360900798
E01010576,4.039635688
E01010577,6.666117357
E01010578,3.38289837
E01010579,12.36904692
E01010580,9.206134558
E01010581,3.60992219
E01010582,3.149407615
E01010583,2.177989417
E01010584,3.151690873
E01010585,3.441526302
E01010586,6.848325874
E01010587,3.282103624
E01010588,3.607924603
E01010589,1.892694228
E01010590,1.909886172
E01010591,3.435602571
E01010592,1.075337329
E01010593,0.860981879
E01010594,1.146830219
E01010595,0.765083499
E01010596,4.193791056
E01010597,3.793941905
E01010598,3.700385079
E01010599,3.335651109
E01010600,3.569332214
E01010601,3.329344038
E01010602,3.47070704
E01010603,3.689057575
E01010604,4.246720607
E01010605,3.260456143
E01010606,2.682283753
E01010607,3.439632413
E01010608,3.519297381
E01010609,2.638824686
E01010610,3.18745723
E01010611,3.381832351
E01010612,2.04939457
E01010613,2.291985669
E01010614,2.78394361
E01010615,2.029628272
E01010616,3.708359861
E01010617,2.833364451
E01010618,2.633956935
E01010619,4.02169347
E01010620,3.014959742
E01010621,4.538765621
E01010622,3.985395022
E01010623,2.486602155
E01010624,3.019242405
E01010625,3.349215093
E01010626,5.104279107
E01010627,2.934848414
E01010628,3.470911696
E01010629,5.971369964
E01010630,3.783200804
E01010631,2.85941746
E01010632,2.401185846
E01010633,3.211932106
E01010634,4.472245313
E01010635,2.16375838
E01010636,3.795913013
E01010637,4.055308798
E01010638,1.037573566
E01010639,0.99947859
E01010640,0.583738954
E01010641,1.184965515
E01010642,6.8582582
E01010643,1.899375912
E01010644,4.194569188
E01010645,3.683426569
E01010646,6.158989251
E01010647,1.567770461
E01010648,4.695347698
E01010649,3.152294667
E01010650,4.781998886
E01010651,3.875058355
E01010652,3.537173539
E01010653,3.853332062
E01010654,3.428018015
E01010655,2.495025637
E01010656,3.708445504
E01010657,2.536791999
E01010658,3.341280229
E01010659,2.77923552
E01010662,3.15125398
E01010663,2.352926947
E01010664,3.503823135
E01010665,4.038820384
E01010666,2.332068297
E01010667,3.616897418
E01010668,3.398606694
E01010669,5.128467477
E01010670,3.272281389
E01010671,3.474548783
E01010672,2.671356961
E01010673,2.909974014
E01010674,5.093850549
E01010675,3.814712375
E01010676,3.976411874
E01010678,2.547224461
E01010679,2.900132574
E01010680,2.715912994
E01010681,5.318050768
E01010682,2.721199279
E01010683,7.570882483
E01010684,3.537130579
E01010685,4.348604869
E01010686,4.971744852
E01010687,5.022795798
E01010688,4.127672221
E01010689,3.870732254
E01010690,4.08244454
E01010691,19.16219315
E01010692,9.235769179
E01010693,16.03148864
E01010694,19.82931186
E01010695,2.690300763
E01010696,8.144966101
E01010697,10.67961523
E01010698,4.236187773
E01010699,3.754647351
E01010700,1.675663083
E01010701,1.429099873
E01010702,2.457158025
E01010703,2.089482753
E01010704,1.769627811
E01010705,2.837551522
E01010706,4.331364735
E01010707,4.002754668
E01010708,2.600410764
E01010709,7.354560723
E01010710,1.368687062
E01010711,1.456401909
E01010712,1.74016917
E01010713,1.963585242
E01010714,1.580094501
E01010715,1.951680556
E01010716,2.245239506
E01010717,2.158865244
E01010718,1.457581217
E01010719,2.08029051
E01010720,1.613925606
E01010721,3.304417593
E01010722,2.557114514
E01010723,1.419059734
E01010724,1.824912313
E01010725,1.761268133
E01010726,3.360964219
E01010727,2.200620169
E01010728,2.097231692
E01010729,4.503676207
E01010730,1.656863525
E01010731,2.049360392
E01010732,2.988568463
E01010733,2.388230221
E01010734,2.027991922
E01010735,2.728867911
E01010736,2.618484751
E01010737,2.363269439
E01010738,3.764791062
E01010739,2.895526061
E01010740,2.977464533
E01010741,3.109461875
E01010742,2.861304098
E01010743,2.19961449
E01010744,2.849223903
E01010745,3.2657816
E01010746,4.463179301
E01010747,3.457107612
E01010748,2.490500465
E01010749,2.446142092
E01010750,3.418859474
E01010751,2.866919707
E01010752,4.307636807
E01010753,3.241954067
E01010754,3.747637726
E01010755,4.532740597
E01010756,4.560189877
E01010758,4.226270576
E01010759,3.088664618
E01010760,5.988800175
E01010761,3.413736297
E01010762,2.941217476
E01010763,3.4799625
E01010764,12.82172175
E01010765,4.687321817
E01010766,6.916060414
E01010767,2.92757695
E01010768,10.1633184
E01010769,2.832599759
E01010770,14.38543422
E01010771,7.952027728
E01010772,5.637343491
E01010773,4.519169439
E01010774,3.831197399
E01010775,4.176068827
E01010776,3.2222457
E01010777,2.243685851
E01010778,4.396624521
E01010779,2.832352719
E01010781,2.892092577
E01010782,3.256628517
E01010783,3.696864157
E01010784,3.042783892
E01010785,2.951067146
E01010786,4.559751834
E01010787,3.099086769
E01010788,3.318560357
E01010789,2.816266612
E01010790,4.304672449
E01010791,3.54109522
E01010792,3.097600542
E01010793,2.912414362
E01010794,4.393617946
E01010795,2.665708747
E01010796,3.390732274
E01010797,4.47319684
E01010798,2.689699411
E01010799,3.019480742
E01010800,2.654264443
E01010801,4.111212219
E01010802,4.329262901
E01010803,2.695484443
E01010804,4.664283235
E01010805,3.305049051
E01010806,3.446737839
E01010807,3.754290345
E01010808,3.365711773
E01010809,3.406602954
E01010810,5.03845285
E01010811,3.184757875
E01010812,2.91306245
E01010813,2.824920865
E01010814,2.724199186
E01010815,5.735029075
E01010816,4.752149794
E01010817,5.854376541
E01010818,4.972705238
E01010819,2.173279442
E01010820,2.055598325
E01010821,3.218065368
E01010822,1.890100557
E01010824,3.324866755
E01010825,3.863508937
E01010826,3.185278631
E01010827,3.033800937
E01010828,2.495065878
E01010829,2.722669891
E01010830,3.666757489
E01010831,2.956261531
E01010832,4.330097668
E01010833,2.447159842
E01010834,3.788927747
E01010836,2.908579872
E01010837,3.379723479
E01010838,3.161982658
E01010839,1.930973678
E01010840,2.67574931
E01010841,3.215302828
E01010842,3.293146215
E01010843,3.108383813
E01010845,4.177140569
E01010846,4.328222222
E01010847,3.165131358
E01010848,3.067481511
E01010849,3.256941648
E01010850,2.475925973
E01010851,3.100678736
E01010852,3.727097444
E01010853,3.004614084
E01010854,2.553682242
E01010855,3.432518166
E01010856,2.139553479
E01010857,3.607923272
E01010858,0.868832435
E01010859,4.700752402
E01010860,3.788524747
E01010861,4.446369842
E01010862,2.934312816
E01010863,3.532198427
E01010864,2.848393029
E01010865,3.671868473
E01010866,3.234647426
E01010867,4.318600189
E01010868,3.069102137
E01010869,3.069842735
E01010870,3.391039162
E01010871,3.312960415
E01010872,3.583206819
E01010873,3.102819277
E01010874,3.337946733
E01010875,3.75201427
E01010876,3.575800891
E01010877,2.612495412
E01010878,3.113780635
E01010879,3.208324806
E01010880,2.054798107
E01010881,1.091517432
E01010882,0.804842218
E01010883,4.454057785
E01010884,2.137414543
E01010885,2.030385256
E01010886,1.187213313
E01010887,0.356195968
E01010888,0.882572744
E01010889,2.576417235
E01010890,3.714267322
E01010891,3.106605023
E01010892,4.807494652
E01010893,2.63206149
E01010894,3.039372736
E01010895,2.787982427
E01010896,3.12754699
E01010897,2.72982094
E01010898,3.308791613
E01010899,3.32658894
E01010900,5.510914092
E01010901,4.641743377
E01010902,0.56897726
E01010903,3.386133855
E01010904,4.285363763
E01010905,5.37782826
E01010906,6.242027942
E01010907,4.946891442
E01010908,5.437276599
E01010909,4.070102529
E01010910,2.740895799
E01010911,4.847584926
E01010912,2.997398841
E01010913,3.504501258
E01010914,3.640419881
E01010915,3.629570363
E01010916,2.729249228
E01010917,1.167320502
E01010918,1.84476038
E01010919,0.61862176
E01010920,-0.180222891
E01010921,0.544860762
E01010922,3.504154804
E01010923,0.739027945
E01010924,1.669990093
E01010925,2.917812325
E01010926,1.727095495
E01010927,6.246317427
E01010928,2.21730457
E01010929,5.272874086
E01010930,2.77867101
E01010931,3.822778905
E01010932,4.001750788
E01010933,5.401886917
E01010934,3.746578397
E01010935,3.622906796
E01010936,5.489977784
E01010937,3.730489926
E01010938,2.091775024
E01010939,5.396647372
E01010940,2.565014578
E01010941,2.710953254
E01010942,3.415536362
E01010943,2.108695788
E01010944,2.217838599
E01010945,3.428421063
E01010946,7.97882234
E01010947,3.663151651
E01010948,3.837473121
E01010949,2.758862909
E01010950,2.872517887
E01010951,3.380772817
E01010952,1.263996313
E01010953,3.542519613
E01010954,3.740094198
E01010955,2.384878509
E01010956,1.526722249
E01010957,0.776303273
E01010958,2.543344284
E01010959,3.342254417
E01010960,2.325248755
E01010961,1.679785959
E01010964,2.361331511
E01010965,1.8919682
E01010966,2.440785048
E01010967,2.169820464
E01010968,3.945869218
E01010969,3.260388608
E01010970,3.848449676
E01010971,4.88039207
E01010972,3.633160175
E01010973,4.414514595
E01010974,2.258327311
E01010975,3.345063913
E01010976,4.486310519
E01010977,4.712458704
E01010978,2.523722178
E01010979,2.139837353
E01010980,2.712623422
E01010981,2.696933234
E01010982,1.654886937
E01010983,1.862849125
E01010984,1.382786075
E01010985,2.056482945
E01010986,0.54493886
E01010987,2.340486888
E01010988,1.689261205
E01010989,2.5520459
E01010990,2.311052652
E01010991,2.930303459
E01010992,3.41376232
E01010993,3.366406305
E01010995,2.230716196
E01010996,2.73704595
E01010997,3.738932446
E01010998,3.283259495
E01010999,3.590207561
E01011000,4.211879257
E01011001,2.764177126
E01011002,2.757890563
E01011003,2.094965471
E01011004,1.982615043
E01011005,3.266316895
E01011006,3.447992531
E01011007,3.207357914
E01011008,2.622965924
E01011009,2.605208414
E01011010,2.99211906
E01011011,4.067292137
E01011012,2.913138131
E01011013,4.230847516
E01011014,3.07475886
E01011015,2.353784043
E01011016,2.677388557
E01011017,2.913494045
E01011018,3.806568166
E01011019,2.715692603
E01011020,2.7999217
E01011021,4.521445337
E01011022,3.644605991
E01011023,3.824217609
E01011024,3.804995676
E01011025,3.290767827
E01011026,3.885523733
E01011027,3.128773694
E01011028,2.893644094
E01011029,2.435185253
E01011030,3.862885823
E01011031,5.666018176
E01011032,3.698107525
E01011033,3.553992344
E01011034,3.607204092
E01011035,4.841400955
E01011036,4.072460836
E01011037,5.379331023
E01011038,3.335402892
E01011039,4.231633861
E01011040,3.084449091
E01011041,2.403225483
E01011042,4.291147327
E01011043,4.483142788
E01011044,3.202141124
E01011045,2.836616968
E01011046,10.54262615
E01011047,10.57691639
E01011048,3.238270521
E01011049,4.423137136
E01011050,4.241891529
E01011051,5.28518291
E01011052,3.979359963
E01011053,4.544996475
E01011054,5.151328675
E01011055,3.535234004
E01011056,4.73417494
E01011057,4.600524439
E01011058,3.490347764
E01011059,4.153542789
E01011060,3.337211975
E01011061,2.901380034
E01011062,4.227211223
E01011063,4.762489276
E01011064,3.669211376
E01011065,3.972462843
E01011066,4.370091451
E01011067,4.700785319
E01011068,5.211106343
E01011069,4.068037111
E01011070,3.756231683
E01011071,5.631110271
E01011072,4.090936663
E01011073,2.100393554
E01011074,0.791420985
E01011075,0.710956916
E01011076,0.724792424
E01011077,3.25186388
E01011078,2.455501378
E01011079,3.193133209
E01011080,3.770807898
E01011081,2.706500867
E01011082,3.791519814
E01011083,4.55881208
E01011084,3.420861302
E01011085,3.399893915
E01011086,6.730364682
E01011087,2.916834474
E01011088,3.754356458
E01011089,2.199526012
E01011090,2.934008368
E01011091,4.227673886
E01011092,4.966230394
E01011093,2.191851625
E01011094,2.446982099
E01011095,2.949253546
E01011096,3.835714179
E01011097,3.359212205
E01011098,3.123159951
E01011099,3.076955768
E01011100,2.902449977
E01011101,2.674153474
E01011102,5.226069926
E01011103,2.541837975
E01011104,2.902886542
E01011105,5.471677589
E01011106,2.348291587
E01011107,3.037435581
E01011108,3.157012031
E01011109,2.316527509
E01011110,3.415786164
E01011111,1.955964308
E01011112,2.686958674
E01011113,3.434778523
E01011114,0.842076223
E01011115,4.70864747
E01011116,6.613323185
E01011117,3.635483744
E01011118,1.7527307
E01011119,3.129484862
E01011120,5.57566855
E01011121,4.4201287
E01011122,2.867792164
E01011123,3.189856683
